5314,5523,5714,5942,6191,6333,6336,6904,7314,7358,3416,4820,4912,3714,6074,6810,3522,5318,6874,4434,5297,5834,4696,4913,4400,5317,5891,4812,5376,6630,5315,5377,3139,3926,6091,5316,5525,6903,7605,4183,5213,7069,5379,6900,7049,5712,4402,6277,6578,3211,4518,5083,4972,3753,5312,5455,3713,6077,6186,4432,5216,6415,6832,5945,5637,5299,6466,5639,5771,7758,5600,6629,7407,6078,6256,6631,5713,5989,5946,7606,6076,6093,5815,5890,6075,6241,5981,6040,5979,5885,6242,6373,6041,6193,5880,5879,6028,6179,7308,2477,7951,6042,6116,4813,5451,6029,5655,5240,7956,4436,6845,7530,5991,6037,5239,7941,6178,6194,6337,6130,6414,6176,6321,6413,6244,3954,6736,7124,5903,6389,4927,5602,7821,6245,4926,5599,5769,5332,6325,6027,6374,5149,5958,6255,6375,6510,6472,6540,6132,6508,6586,6588,6573,6188,7977,6243,6509,6129,6589,6463,5833,5509,6030,6134,6131,6322,6684,6691,6287,6999,7142,6290,7342,6572,6323,6661,6549,6659,6745,6331,6548,6585,6429,6725,6842,6930,6574,6692,6783,6623,6693,6579,6683,6694,6511,5353,5546,5394,3835,5905,6345,6734,5768,5957,6202,6724,6058,6361,6478,5902,6778,6662,6512,6391,6392,6816,6726,6784,6727,6869,6755,6899,6875,6872,6957,6843,7076,7048,6901,6844,6873,6779,6948,6870,6950,6998,7143,7017,6986,6902,7023,7146,7196,7164,7295,6951,7218,7201,7219,7297,7298,7283,7296,7186,7355,7123,7299,7309,7018,6988,7050,7226,7099,7015,7093,7070,7121,6732,6735,6817,7026,7105,7107,6909,6895,6910,7172,7122,7042,7125,7268,7269,7165,7311,7239,7332,7461,7190,7187,7068,7327,7169,7374,7241,7100,7102,7103,7375,7341,7284,7404,7384,7264,7220,7389,7351,7198,7313,7373,7385,7168,7225,7266,7420,7422,7337,7423,7437,7388,7483,7439,7562,7656,7443,7440,7457,7442,7326,7658,7484,7510,7356,7059,7357,7369,7511,7539,7413,7455,7521,7287,7329,7391,7392,7408,7460,7492,7462,7503,7498
0,2,0,1,0,1,1,3,1,2,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,0,2,2,2,0,1,1,1,2,2,1,0,0,2,1,0,1,0,0,0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,3,1,2,2,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2,1,0,1,1,1,2,0,1,0,0,2,0,5,2,1,1,1,1,2,0,10,0,3,4,0,2,1,7,2,1,1,1,1,1,0,1,1,2,0,1,1,2,1,1,4,0,1,1,1,1,1,0,2,1,2,2,1,0,2,1,1,1,0,1,2,0,7,2,1,0,1,0,1,1,1,1,1,1,1,2,1,3,3,1,3,1,1,1,2,1,0,0,1,2,0,2,2,2,1,2,0,0,1,0,1,3,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,1,0,1,1,2,3,1,2,1,1,1,2,1,1,1,1,1,2,1,3,1,2,4,1,2,3,3,2,0,1,3,1,2,3,3,1,2,2,2,3,3,0,1,2,1,1,1,2,1,1,2,0,0,1,5,1,1,4,3,1,1,2,3,3,2,2,2,2,4,1,1,1,0,2,2,3,3,1,1,2,3,1,1,2,2,2,2,1,1,1,3,2,1,4,3,1,3,1,1,5,2,1,3,1,1,2,3,2,1,1,2,1,1,1,4,2,1,3,1,1,3,1,2,4,2,1,2,1
0,0,0,0,0,2,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,2,3,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,1,1,0,0,1,1,1,1,3,0,1,3,2,0,1,1,1,1,4,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,3,0,5,2,1,0,0,0,2,1,7,0,2,4,1,2,0,7,1,0,2,2,0,0,0,0,2,0,0,1,1,1,1,1,4,0,1,0,2,1,1,0,1,0,1,1,0,0,2,1,1,2,1,2,1,0,7,2,2,0,1,1,1,1,1,2,0,1,1,1,0,1,3,2,2,1,0,1,1,1,0,0,2,1,0,1,2,2,0,2,0,1,0,1,0,4,0,0,1,0,0,0,1,1,0,2,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,0,1,2,2,1,2,1,1,1,0,0,1,1,0,1,1,2,2,0,2,2,1,2,2,1,3,1,2,1,1,1,2,3,1,1,1,2,2,1,0,0,1,1,1,0,1,1,2,2,1,0,1,4,1,1,1,1,1,1,3,2,2,2,1,2,1,2,1,1,3,3,1,2,2,1,0,1,2,3,1,1,3,2,2,2,1,2,1,1,3,2,1,2,0,2,1,2,4,2,2,4,2,2,2,4,1,2,1,2,1,1,2,2,3,1,2,2,1,2,1,1,2,2,1,1,2
0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,2,2,0,0,2,1,1,2,2,0,0,2,0,0,0,0,0,0,3,1,2,2,1,2,1,1,0,1,0,0,1,0,3,0,2,4,1,0,1,1,1,0,2,0,1,1,1,0,1,1,2,1,2,2,0,1,0,2,0,1,0,3,0,7,1,0,1,1,1,1,1,10,1,4,4,2,2,1,5,0,1,1,1,0,0,1,1,2,0,0,2,1,3,1,1,3,1,1,0,1,1,2,1,1,0,2,2,1,0,1,2,1,0,0,1,1,0,9,2,2,1,1,0,0,1,0,2,2,0,0,1,1,3,3,1,2,1,1,2,1,0,1,1,1,2,1,2,1,2,0,1,0,1,1,1,0,1,1,0,1,1,0,0,2,1,0,1,1,2,1,1,1,1,1,2,1,0,1,1,0,2,0,2,0,3,1,2,2,3,2,2,2,2,1,1,2,0,3,2,0,1,1,2,2,3,2,2,3,1,3,3,2,3,1,1,3,1,2,3,3,1,1,3,3,2,0,0,1,2,1,2,0,2,1,2,2,2,0,1,3,2,1,4,1,0,0,2,3,2,1,3,2,1,2,1,3,1,0,0,1,2,1,2,2,1,3,1,1,2,1,3,2,1,1,1,1,4,2,2,3,0,2,2,2,4,3,2,3,3,2,1,2,1,1,2,2,1,1,1,2,2,1,1,3,1,2,2,1,3,2,1,1,1
1,1,1,3,2,1,2,3,2,5,2,1,0,0,2,2,1,1,2,1,1,7,2,1,1,1,0,1,1,1,1,1,0,2,3,1,3,1,7,0,0,3,1,1,3,2,0,2,2,1,0,1,2,0,1,5,1,2,3,1,1,2,2,1,0,0,2,2,1,6,2,4,10,1,1,2,0,4,1,6,2,1,3,1,2,1,1,3,1,8,2,2,3,1,2,1,1,0,4,0,8,1,0,2,1,2,1,1,8,1,6,8,4,4,2,8,0,2,1,3,1,1,1,3,2,0,2,3,0,4,1,2,8,0,4,2,0,1,2,1,1,1,2,2,1,0,2,4,2,1,2,3,1,1,13,2,2,3,2,0,0,2,2,1,2,2,1,3,4,3,6,2,4,2,2,2,4,0,2,3,1,3,2,2,2,5,2,3,0,3,4,2,3,1,2,1,1,0,0,1,3,1,1,2,1,4,2,2,2,1,2,2,1,2,3,2,1,2,3,2,4,2,2,3,2,5,4,3,4,5,3,1,1,0,3,6,1,3,2,3,3,6,2,3,4,2,5,3,2,5,1,3,5,2,3,5,4,1,2,4,3,5,1,2,3,5,3,4,1,4,3,2,7,3,1,3,5,3,1,6,4,4,1,5,4,3,3,3,1,1,5,2,4,3,2,0,2,2,3,3,1,3,4,1,4,4,3,3,3,2,2,3,2,5,4,4,8,1,3,4,3,8,3,3,4,3,5,1,6,3,2,1,2,4,3,2,7,5,3,5,6,2,4,6,4,3,5,3,4,3
0,3,3,3,5,3,2,3,9,7,1,2,1,0,2,4,2,1,7,4,3,13,6,6,3,1,2,0,5,3,3,3,0,7,7,3,5,3,10,0,4,8,4,2,10,8,3,7,4,1,1,3,4,0,2,3,2,3,4,6,6,3,5,1,0,3,5,3,1,8,3,3,22,3,2,4,1,10,5,21,3,2,8,4,5,3,4,5,3,16,4,3,4,3,3,4,1,2,3,1,11,3,4,2,2,3,4,1,18,2,8,7,8,9,2,15,2,6,2,3,2,0,4,4,3,0,7,7,0,9,2,5,19,2,15,6,2,1,3,3,3,4,3,3,2,2,6,13,16,4,2,6,2,2,18,6,4,2,4,1,1,4,4,4,1,2,1,7,7,6,14,5,6,3,0,4,6,2,5,7,5,8,3,2,4,10,3,7,0,10,7,4,3,2,1,1,2,1,6,2,7,6,3,7,0,8,4,8,7,1,5,5,5,3,7,5,1,4,12,3,5,3,5,6,4,8,7,7,4,6,5,3,4,3,6,15,2,11,4,9,9,9,5,7,4,2,6,4,3,7,5,12,17,6,6,8,9,4,3,5,3,6,3,3,4,14,4,9,3,8,4,5,13,9,4,6,8,2,4,7,5,11,1,7,5,7,6,12,5,4,6,12,11,3,3,0,5,7,3,8,4,10,5,3,8,6,8,4,5,8,4,9,9,6,5,10,11,2,4,7,5,9,6,6,5,6,13,8,9,7,11,2,4,7,4,4,18,9,4,10,11,8,5,13,7,4,11,5,6,9
1,7,4,5,4,4,3,7,12,12,2,3,2,0,2,4,3,3,7,5,5,14,11,5,1,2,2,1,9,6,4,2,0,10,9,4,4,5,13,0,4,13,4,4,12,16,6,10,6,2,4,5,4,2,3,4,2,5,6,5,6,5,4,4,2,4,10,6,3,15,5,9,32,8,5,4,3,15,9,27,5,4,14,5,6,3,5,7,6,15,3,3,9,5,4,3,2,3,5,1,14,5,7,3,1,4,9,2,21,1,9,11,12,10,3,16,4,6,3,5,6,1,6,6,7,0,8,10,1,15,3,7,18,2,15,7,4,3,7,3,5,3,3,3,3,2,6,21,7,6,4,7,4,2,22,6,4,6,4,2,1,6,5,5,3,1,3,10,9,6,20,5,7,5,3,7,6,1,4,4,5,3,5,3,6,11,6,11,1,16,9,5,5,5,3,1,5,2,10,4,11,7,4,12,3,10,5,10,8,3,6,9,4,3,8,8,3,4,17,5,6,4,6,9,8,10,5,8,6,9,8,3,8,4,8,23,5,10,7,17,14,14,5,10,7,7,10,6,4,10,4,14,19,7,7,9,7,8,6,6,4,8,5,4,6,22,7,12,3,12,8,7,20,14,6,5,12,5,5,10,12,14,5,8,6,10,9,13,6,7,10,12,9,5,6,1,12,7,5,11,7,13,7,4,12,9,11,9,5,12,5,17,12,6,6,20,11,6,7,6,12,10,5,7,5,9,13,12,7,13,10,8,11,7,5,7,24,12,7,15,19,9,7,12,9,5,14,11,13,15
3,6,4,6,4,4,3,7,16,12,3,2,2,1,3,4,2,0,11,5,4,23,10,7,3,2,4,3,7,6,3,3,0,15,8,7,4,5,15,1,6,14,4,4,13,23,5,12,6,1,2,8,5,2,2,5,1,6,4,3,9,3,8,5,3,6,19,5,3,9,6,10,26,11,6,4,3,14,9,20,7,5,14,7,5,4,6,10,5,21,3,3,10,7,3,6,1,6,5,1,14,6,8,3,2,7,9,2,20,2,7,13,11,10,4,15,5,13,5,5,8,1,5,11,6,1,6,8,3,14,3,7,21,4,10,8,3,3,18,5,4,4,3,4,4,3,5,23,9,2,5,5,3,3,22,6,6,5,7,2,0,7,5,6,4,2,4,8,12,7,21,4,5,5,2,6,4,3,5,7,7,5,8,5,7,10,6,11,2,15,10,5,6,6,3,3,7,2,15,3,11,11,4,7,1,11,4,10,6,3,8,9,4,4,6,9,3,4,18,6,9,5,6,13,11,12,7,9,7,9,9,5,7,3,6,26,5,18,7,19,11,13,7,14,6,6,8,4,4,10,8,17,19,7,5,6,10,14,5,9,5,8,4,4,5,26,6,12,4,18,8,10,23,15,7,6,18,5,3,6,14,16,13,12,5,10,9,10,5,6,9,13,11,7,5,2,12,11,5,10,7,15,8,7,9,8,16,8,6,11,7,16,11,8,7,25,13,8,7,6,9,11,8,7,5,15,16,11,7,18,13,9,12,8,6,7,21,13,8,14,17,13,7,15,11,6,15,9,12,15
5,6,4,5,4,5,2,7,19,11,2,5,1,2,4,8,4,4,15,6,3,18,11,7,4,2,2,1,7,10,6,6,0,17,9,6,5,8,18,0,11,17,4,4,17,23,8,13,8,2,1,11,9,4,2,5,2,3,5,5,10,5,14,5,3,5,17,6,2,12,6,13,25,15,9,4,3,13,9,24,6,4,14,6,4,4,6,10,4,16,2,3,10,10,3,10,3,6,6,1,12,9,8,3,3,4,9,3,22,2,5,11,8,11,3,17,3,12,4,7,10,2,6,8,7,0,10,12,3,15,3,5,21,2,10,8,5,4,16,6,7,3,2,4,5,4,7,23,12,4,4,7,3,3,22,8,9,4,8,2,0,5,5,7,4,3,4,10,10,6,16,4,5,5,4,6,4,3,4,5,6,4,7,3,6,8,5,20,5,15,12,5,7,6,3,4,7,2,16,4,12,9,6,6,4,13,6,9,13,3,9,9,7,3,7,7,2,3,19,4,10,4,4,15,12,8,6,11,8,12,8,5,7,4,8,23,6,13,7,15,14,13,5,15,10,7,10,2,7,13,3,13,16,10,7,8,12,19,4,11,7,8,4,4,7,27,7,13,6,16,9,7,18,14,7,10,13,6,5,7,11,11,16,7,5,7,8,8,6,4,10,13,10,6,4,2,13,11,6,14,8,12,12,5,13,7,16,8,9,13,7,17,15,6,7,25,10,10,14,5,9,8,6,8,6,12,18,11,8,22,13,13,10,5,7,10,20,18,11,16,22,12,5,14,12,12,17,9,9,13
5,7,6,6,6,6,2,6,21,9,3,4,2,1,4,9,3,2,19,6,4,23,7,7,6,1,3,2,7,9,6,3,0,14,8,4,5,4,14,0,10,13,4,4,14,18,15,17,10,1,1,9,8,3,1,4,2,4,5,4,12,5,12,4,2,9,12,7,3,12,7,12,21,9,10,4,5,11,9,21,7,5,15,10,5,5,7,10,4,16,2,3,12,10,6,6,3,6,7,3,14,11,9,2,2,4,11,4,20,2,6,12,8,11,2,20,4,16,4,6,11,2,6,8,8,0,9,7,5,13,2,6,24,2,7,9,4,4,9,5,5,2,2,6,4,4,5,21,12,4,3,7,6,2,24,4,8,4,7,3,1,4,5,4,2,3,6,13,10,5,14,5,4,3,2,5,3,4,6,7,5,4,5,3,8,10,5,16,4,19,10,7,4,2,4,2,6,2,10,5,10,8,4,6,3,11,6,13,10,3,11,7,6,3,6,6,4,4,18,5,8,4,7,13,13,11,5,11,5,13,7,4,10,4,8,20,4,17,8,16,14,12,5,19,11,6,8,2,3,11,4,15,14,9,5,7,9,17,7,9,7,10,6,5,7,28,5,10,7,12,5,8,16,14,5,8,12,4,3,8,12,19,17,9,5,7,7,11,6,6,11,16,8,6,6,5,13,11,4,11,7,15,10,7,11,11,17,9,8,11,8,22,17,7,6,27,14,14,11,7,9,8,7,10,7,11,20,10,8,17,10,13,9,7,8,9,26,17,14,18,16,12,8,12,13,9,17,11,11,16
